head_id,pca_90,pca_95,pca_99,evr_pc1,evr_pc2,evr_pc3,pr,twonn,mle,shannon_entropy,eff_rank,layer,block,head,pca_obj,head_dim,separability,silhouette,davies_bouldin,lr_mean,lr_std,ridge_mean,ridge_std,per_class_mean,per_class_std,spec_index,selectivity,top1_class,top1_activation,top2_class,top3_class,cluster
L2_B2_H15,17,20,23,0.13500395,0.09749931,0.08324917,15.5374565,7.9399478042463185,11.999961433841024,2.9319932,18.764997,2,2,1,PCA(n_components=24),24,1.2611099439447018,-0.002133767120540142,3.128080526620636,0.6535,0.018069310999592636,0.5549999999999999,0.020186629238186333,0.7689999999999999,0.13043772460450234,0.5900942087173462,0.3327212929725647,35.0,1.076690673828125,22.0,10.0,3
L2_B2_H2,16,19,23,0.13429585,0.1215503,0.0862621,14.277909,9.290015261364713,11.314227601284227,2.8683658,17.60822,2,2,2,PCA(n_components=24),24,1.3075908863285106,0.008596256375312805,2.9360063227206927,0.708,0.020760539492026713,0.5900000000000001,0.022858258901324924,0.812,0.11469960767151735,0.7166903018951416,0.24843952059745789,27.0,0.9384093284606934,10.0,1.0,1
L2_B2_H3,17,20,23,0.17075332,0.11087455,0.086309694,13.206137,7.687911372168413,11.814703483954439,2.8485146,17.262121,2,2,3,PCA(n_components=24),24,1.221104637193144,-0.03241261467337608,3.6886639359649975,0.5985,0.03261901286060017,0.48650000000000004,0.02432077301403064,0.7219999999999999,0.15464798737778646,0.46728751063346863,0.23924750089645386,2.0,0.7642643451690674,22.0,40.0,6
L2_B2_H4,16,19,22,0.11944187,0.10249988,0.079263374,15.694095,9.862809076717244,11.954178906166213,2.9162297,18.471514,2,2,4,PCA(n_components=24),24,1.282481030324314,0.009407838806509972,3.004448511759872,0.692,0.02496998197836753,0.6035,0.0166282891483159,0.7959999999999999,0.12158947322856531,0.6528902649879456,0.38672417402267456,27.0,1.2256813049316406,22.0,10.0,3
L2_B2_H5,11,14,19,0.19321045,0.16587175,0.111848116,9.300422,8.271146928933854,9.689822039842818,2.5067787,12.265356,2,2,5,PCA(n_components=24),24,1.3109323211235662,-0.022597357630729675,3.3183535273295406,0.6795,0.029765752132274417,0.584,0.01933907960581372,0.7755,0.14093349495418042,0.6946116089820862,0.3227179944515228,22.0,0.9333239793777466,15.0,46.0,7
L2_B2_H6,13,16,21,0.2337077,0.15016092,0.11500149,8.96251,8.769203873892485,10.911286732484614,2.5685215,13.04652,2,2,6,PCA(n_components=24),24,1.2554247441453448,-0.040620025247335434,3.644434767104927,0.5875000000000001,0.031662280397975126,0.48999999999999994,0.01843908891458575,0.711,0.14072668545801825,0.5973066091537476,0.2624521851539612,22.0,0.8509971499443054,36.0,26.0,4
L2_B2_H7,14,17,21,0.1441062,0.115096524,0.10850705,12.762487,9.371697747004637,11.240552344120504,2.7652724,15.883368,2,2,7,PCA(n_components=24),24,1.2947446249471006,-0.0011983461445197463,3.1785021936204823,0.6395,0.030553232234904387,0.529,0.015215124054702963,0.746,0.1533264491208219,0.6760086417198181,0.29943758249282837,22.0,0.9849746823310852,46.0,38.0,4
L2_B2_H8,14,17,21,0.18838248,0.13380569,0.08923569,11.291393,8.489131849271434,10.96841729438074,2.7096615,15.024188,2,2,8,PCA(n_components=24),24,1.283583067913851,-0.022617023438215256,3.1946074291317292,0.677,0.01866815470259447,0.5685,0.0071763500472036374,0.7749999999999999,0.14378803844548407,0.6532402634620667,0.398273766040802,40.0,0.902352511882782,22.0,15.0,6
L2_B2_H9,16,19,23,0.17177945,0.10856959,0.08338587,13.144594,8.436557269595609,11.840325936047211,2.8404326,17.12317,2,2,9,PCA(n_components=24),24,1.2291341699639564,-0.03788625821471214,3.5504568632686873,0.6144999999999999,0.03047129797038517,0.5315000000000001,0.01888120758849923,0.7240000000000002,0.1266846478465327,0.50518399477005,0.27757543325424194,27.0,0.8178208470344543,10.0,15.0,1
L2_B3_H0,11,14,20,0.2557011,0.18163486,0.098514356,7.6834407,9.29757971322618,10.622775075674245,2.4113176,11.148641,2,3,0,PCA(n_components=24),24,1.2400758947640294,-0.06069629639387131,3.6154202278945458,0.6695,0.013171939872319495,0.5904999999999999,0.013638181696985873,0.763,0.1480067566025281,0.5239312648773193,0.2875511348247528,26.0,0.5623975992202759,15.0,22.0,3
L2_B3_H1,17,19,23,0.11889087,0.10525034,0.10054712,15.317854,10.403264860935252,12.932024651909128,2.9146352,18.442083,2,3,1,PCA(n_components=24),24,1.2079489075860832,-0.03817303851246834,3.501377692476375,0.6005,0.03465544690232692,0.54,0.017818529681205467,0.7185000000000001,0.1561097370441703,0.4505441188812256,0.30611154437065125,9.0,0.701164960861206,22.0,38.0,3
L2_B3_H10,17,20,23,0.11316673,0.09905093,0.091884956,15.935337,8.919650737354088,12.26926490499269,2.9380755,18.879478,2,3,1,PCA(n_components=24),24,1.2527254285228402,-0.01106014009565115,3.145743100823909,0.65,0.023075961518428664,0.5505000000000001,0.02288012237729509,0.7729999999999998,0.1335889216963742,0.5693052411079407,0.26549792289733887,22.0,0.8200942873954773,31.0,2.0,7
L2_B3_H11,18,20,23,0.11887353,0.09031581,0.076191366,16.58423,10.089333103399808,12.984941151835866,2.9667761,19.429182,2,3,1,PCA(n_components=24),24,1.1934241050387837,-0.023327743634581566,3.495702275473026,0.577,0.034438350715445105,0.5045,0.020396078054371148,0.6955,0.1621488513681179,0.41820070147514343,0.2995047867298126,22.0,0.6594902873039246,27.0,11.0,6
L2_B3_H12,17,19,23,0.10084423,0.09561624,0.09135493,16.049433,10.821327816503032,12.417243174123008,2.9292831,18.71421,2,3,1,PCA(n_components=24),24,1.2390180500770442,-0.009245345368981361,3.145003558707553,0.647,0.025903667693977218,0.5385,0.018614510468986274,0.77,0.14352700094407325,0.534946858882904,0.3510352373123169,22.0,0.8770781755447388,27.0,10.0,5
L2_B3_H13,17,20,23,0.12749551,0.09948621,0.08902098,15.838399,9.971521445838611,12.932408752800278,2.9472709,19.053883,2,3,1,PCA(n_components=24),24,1.2008866099490463,-0.02276615984737873,3.6198400831015562,0.575,0.022192341021172124,0.4755,0.019583156027566117,0.6850000000000002,0.17909494688572317,0.45000553131103516,0.22840099036693573,11.0,0.7453254461288452,22.0,27.0,8
L2_B3_H14,17,20,23,0.105655976,0.09503011,0.08680391,16.660748,9.37547788815496,12.124086744773269,2.9658208,19.41063,2,3,1,PCA(n_components=24),24,1.2455595662136965,-0.006361919455230236,3.155341546762138,0.658,0.02088061301782112,0.5975,0.008944271909999166,0.7829999999999999,0.11351651862174068,0.5422425866127014,0.2561340928077698,15.0,0.6896616816520691,22.0,10.0,6
L2_B3_H15,17,20,23,0.115028195,0.09424577,0.091338366,16.096262,10.467758753573369,12.913727759474655,2.9420223,18.95414,2,3,1,PCA(n_components=24),24,1.2302755604929103,-0.014314957894384861,3.2555127633516237,0.623,0.027083205127901685,0.535,0.030041637771599603,0.735,0.14035668847618202,0.5077067613601685,0.3047916293144226,46.0,0.713788628578186,22.0,10.0,1
L2_B3_H2,15,18,23,0.1756214,0.11350188,0.099645495,12.355869,8.44062403440169,11.76202116001284,2.7879367,16.247461,2,3,2,PCA(n_components=24),24,1.2161599040578759,-0.026905499398708344,3.5351721212629235,0.6214999999999999,0.03281005943304584,0.53,0.023452078799117156,0.7439999999999999,0.15037951988219672,0.45836004614830017,0.22496703267097473,38.0,0.5128123164176941,10.0,18.0,1
L2_B3_H3,15,18,22,0.15901026,0.114984185,0.09870657,12.934725,9.493744036909693,11.333196155963806,2.798352,16.417568,2,3,3,PCA(n_components=24),24,1.292204344001706,-0.0029681557789444923,2.9957894259966826,0.6975,0.04012480529547775,0.5855,0.02051828452868317,0.7915000000000001,0.1330986476264879,0.6898699998855591,0.3322565257549286,27.0,0.7883853912353516,22.0,2.0,1
L2_B3_H4,17,20,23,0.15836617,0.10319749,0.08263653,14.509724,10.105417123700057,13.050733353346969,2.9074345,18.309765,2,3,4,PCA(n_components=24),24,1.1788648726522426,-0.05135006830096245,3.726635911395731,0.533,0.021988633427296032,0.4734999999999999,0.01157583690279021,0.6579999999999999,0.16593974810153234,0.3785877227783203,0.2530224919319153,10.0,0.7114930152893066,15.0,22.0,7
L2_B3_H5,17,20,23,0.11598406,0.10310825,0.09092703,16.227776,9.203917680266914,12.400082111130752,2.9572306,19.2446,2,3,5,PCA(n_components=24),24,1.2400672100637045,-0.010946370661258698,3.2231663798651624,0.6214999999999999,0.03512833614050058,0.5465000000000001,0.03363777638310833,0.748,0.13321411336641473,0.5368067026138306,0.2828178107738495,15.0,0.7028471231460571,22.0,10.0,1
L2_B3_H6,11,14,20,0.19992754,0.1514686,0.12120655,9.43502,8.056153322915044,9.648800009316073,2.5291402,12.542719,2,3,6,PCA(n_components=24),24,1.3595337832855519,0.0048862649127841,2.8686091888674157,0.7314999999999999,0.02337733945512191,0.646,0.01260952021291849,0.8315,0.09203396112305501,0.8891987204551697,0.211549773812294,26.0,0.8177301287651062,22.0,38.0,2
L2_B3_H7,16,19,23,0.16424364,0.11046118,0.09796427,12.887765,8.820654600552183,11.611435386312358,2.8181481,16.74581,2,3,7,PCA(n_components=24),24,1.2420757709307888,-0.02024068497121334,3.2154439239137953,0.663,0.0198368344248774,0.5875,0.017464249196572974,0.7805000000000001,0.12632200916704894,0.5376549363136292,0.27012914419174194,22.0,0.6653366088867188,2.0,28.0,1
L2_B3_H8,16,19,23,0.120358445,0.11090264,0.10105274,14.442111,8.243177466806749,11.764558144149927,2.8637676,17.527441,2,3,8,PCA(n_components=24),24,1.1892895417938976,-0.04834384098649025,3.7719084143910497,0.519,0.02113054660911546,0.4445,0.026804850307360423,0.657,0.1692660627532879,0.40718698501586914,0.2973617613315582,22.0,1.2434332370758057,10.0,9.0,1
L2_B3_H9,16,19,23,0.1382519,0.106421225,0.08929175,14.6713085,10.67782916630745,12.284127057943493,2.8876493,17.951063,2,3,9,PCA(n_components=24),24,1.2407151465511677,-0.0162176713347435,3.331058559556108,0.6365000000000001,0.019339079605813693,0.5479999999999999,0.021760055146988925,0.75,0.150996688705415,0.5324929356575012,0.33978307247161865,27.0,0.8568736910820007,10.0,22.0,6
L2_B4_H0,18,20,23,0.102247946,0.09660805,0.08813837,16.825989,10.513168027077937,11.889218918282914,2.9723208,19.53721,2,4,0,PCA(n_components=24),24,1.3233245762738526,0.0254383385181427,2.7038551213145907,0.7335,0.014456832294800976,0.6260000000000001,0.013285330255586416,0.8355000000000001,0.12176719591088561,0.7787618637084961,0.34846505522727966,26.0,1.255838394165039,10.0,2.0,3
L2_B4_H1,17,19,23,0.107782744,0.096774034,0.086105116,16.16477,10.628050285434034,12.380360666126908,2.9342976,18.808287,2,4,1,PCA(n_components=24),24,1.2776305385693052,0.001351667451672256,2.9677599068505685,0.6920000000000001,0.01661324772583616,0.5894999999999999,0.0183983694929741,0.8029999999999999,0.13753544997563355,0.6368243098258972,0.3253770172595978,46.0,1.1272802352905273,9.0,11.0,7
L2_B4_H10,15,18,22,0.16822138,0.10679714,0.0908301,12.828881,9.413776602325344,11.240584985876172,2.802229,16.481342,2,4,1,PCA(n_components=24),24,1.295015600358923,-0.0018221931532025337,3.01206766839517,0.7115,0.01601561737804697,0.634,0.017073371078963867,0.816,0.10802314566795396,0.7032560110092163,0.19204199314117432,22.0,0.8681777715682983,40.0,37.0,2
L2_B4_H11,17,20,23,0.11947196,0.1082342,0.07816975,15.810216,9.687941705809342,11.848813020229048,2.9343085,18.808493,2,4,1,PCA(n_components=24),24,1.328245290493206,0.032369159162044525,2.7728217518948934,0.7505,0.022045407685048573,0.6599999999999999,0.021035683967962637,0.8355,0.1229928859731326,0.8255975246429443,0.5311866998672485,9.0,1.6103874444961548,38.0,2.0,3
L2_B4_H12,16,19,23,0.14964281,0.11722076,0.07966845,13.944766,10.42992298112304,12.838644831472113,2.8666844,17.578638,2,4,1,PCA(n_components=24),24,1.2018331627170409,-0.04816979914903641,3.7685945419992355,0.569,0.011247221879201966,0.48600000000000004,0.025129663746258125,0.6965,0.18234651079743752,0.46035757660865784,0.20517297089099884,10.0,0.9316695332527161,20.0,11.0,1
L2_B4_H13,17,20,23,0.10640856,0.10396378,0.08807905,16.213232,9.077409794368345,11.455405065090247,2.9462261,19.033987,2,4,1,PCA(n_components=24),24,1.3342183547989925,0.03446017578244209,2.651254594862847,0.7464999999999999,0.03043846251044885,0.6515000000000001,0.023377339455121923,0.8465000000000003,0.10943148541439068,0.784619152545929,0.27206093072891235,22.0,1.0188701152801514,2.0,9.0,7
L2_B4_H14,17,20,23,0.13830185,0.10138762,0.092318796,15.004378,7.947303790738184,10.166790655669004,2.9136689,18.42427,2,4,1,PCA(n_components=24),24,1.406571436589978,0.04891016334295273,2.5809254348766415,0.7950000000000002,0.02000000000000002,0.7045,0.018867962264113216,0.8809999999999999,0.09131812525451888,1.0355926752090454,0.3187697231769562,9.0,1.3018159866333008,22.0,35.0,5
L2_B4_H15,18,21,23,0.111325994,0.096146524,0.093327,16.784153,9.37271102107104,12.934175626600965,2.9811573,19.710615,2,4,1,PCA(n_components=24),24,1.2612091432496457,0.006771153304725885,2.939135742074076,0.6815,0.016324827717314506,0.5974999999999999,0.017748239349298856,0.7895,0.1080613251815838,0.617271363735199,0.28362953662872314,22.0,1.131164312362671,35.0,26.0,8
L2_B4_H2,18,21,23,0.11702237,0.08902289,0.08144985,17.03611,11.158983104732163,12.766276303919083,2.9891553,19.86889,2,4,2,PCA(n_components=24),24,1.2645202706586287,0.009181322529911995,2.9099393154582343,0.7055,0.03685783498796423,0.632,0.04078602701906624,0.809,0.13709121051329293,0.5981932878494263,0.2988489270210266,31.0,1.1229264736175537,9.0,24.0,6
L2_B4_H3,15,18,22,0.17972651,0.12150967,0.09054673,12.069391,8.956238426533137,10.901441053766742,2.7678018,15.923592,2,4,3,PCA(n_components=24),24,1.4037018021997374,0.028768012300133705,2.5987317533731287,0.7615000000000001,0.0148828760661372,0.654,0.008154753215150036,0.8469999999999999,0.09651942809610922,1.0336530208587646,0.4190824329853058,22.0,1.4095402956008911,35.0,9.0,1
L2_B4_H4,16,19,23,0.14549883,0.115120284,0.106718466,13.346093,10.5006747826775,12.090287649563356,2.8261156,16.879765,2,4,4,PCA(n_components=24),24,1.24660198526665,-0.013843804597854614,3.2661279112473136,0.6184999999999999,0.011999999999999959,0.5075000000000001,0.015165750888103117,0.7375000000000002,0.14064583179035203,0.5633915662765503,0.41275471448898315,7.0,1.3305871486663818,48.0,9.0,5
L2_B4_H5,17,20,23,0.13508287,0.10925676,0.08890962,14.718029,11.015238550912512,12.740468996259981,2.895884,18.099495,2,4,5,PCA(n_components=24),24,1.2553404457180757,-0.008586437441408634,3.327037418285322,0.5925,0.010124228365658313,0.51,0.008366600265340762,0.7105,0.16718926400938547,0.6120443940162659,0.3889755308628082,27.0,1.2566591501235962,43.0,2.0,3
L2_B4_H6,17,20,23,0.10562218,0.097799405,0.091653995,16.192753,9.958023995405906,13.047345547594894,2.9457846,19.025585,2,4,6,PCA(n_components=24),24,1.2069227865480754,-0.046641744673252106,3.569225829201482,0.587,0.027495454169735065,0.493,0.0132664991614216,0.7155,0.15491045800719846,0.4457891881465912,0.3005973696708679,46.0,1.113581895828247,49.0,22.0,6
L2_B4_H7,17,20,23,0.14459404,0.122040845,0.07770005,14.729282,10.120801962200304,13.07460736756703,2.9172628,18.490604,2,4,7,PCA(n_components=24),24,1.1441605834375457,-0.062280379235744476,4.187999736665328,0.471,0.015378556499229689,0.41500000000000004,0.020310096011589895,0.605,0.1705872210923198,0.3016560971736908,0.17637985944747925,36.0,1.002313494682312,22.0,10.0,3
L2_B4_H8,17,20,23,0.12464924,0.10710815,0.08913071,15.468662,9.338797432334445,12.09620917481343,2.9262824,18.658138,2,4,8,PCA(n_components=24),24,1.2933829552178073,0.009052576497197151,2.921737257903849,0.7245,0.025169425897306464,0.6395,0.017204650534085233,0.8220000000000001,0.13680643259730152,0.6770318746566772,0.3862229287624359,10.0,1.1328318119049072,2.0,25.0,1
L2_B4_H9,17,19,23,0.18162204,0.10253328,0.07978796,13.124608,8.370569264611827,10.80503162472024,2.8520956,17.324047,2,4,9,PCA(n_components=24),24,1.3099837834081067,0.016944093629717827,2.8021308876851894,0.7494999999999999,0.02227105745132006,0.6245,0.023420076857260722,0.8434999999999999,0.11777202554087281,0.6984854340553284,0.2660655975341797,10.0,0.8769944310188293,27.0,22.0,3
L2_B5_H0,18,20,23,0.12147679,0.09392287,0.07432709,16.651285,11.306956809419248,13.800214300464246,2.9711514,19.514376,2,5,0,PCA(n_components=24),24,1.1798278360973797,-0.02513071522116661,3.6739582868141873,0.5595,0.01698528775146302,0.461,0.02188606862823929,0.6759999999999999,0.16680527569594433,0.3974961042404175,0.2817642390727997,22.0,0.8639334440231323,27.0,10.0,4
L2_B5_H1,17,20,23,0.109689854,0.09908357,0.08403123,16.45488,9.7409667128116,12.638608757581371,2.9603608,19.304935,2,5,1,PCA(n_components=24),24,1.2422768219717708,-0.004709569271653891,3.264955666574792,0.6455,0.02039607805437116,0.5735000000000001,0.021365860619221487,0.7549999999999999,0.14309088021254185,0.5310065746307373,0.2643330991268158,15.0,0.9367824792861938,46.0,6.0,1
L2_B5_H10,15,18,22,0.1878185,0.09663419,0.09225363,12.2926855,9.765982579940543,11.603435469425339,2.785751,16.21199,2,5,1,PCA(n_components=24),24,1.277509490217334,-0.017639482393860817,3.129304179123606,0.7144999999999999,0.030016662039607275,0.6255,0.022934689882359444,0.8014999999999999,0.1431266921297352,0.609626829624176,0.2621292769908905,9.0,0.8291366696357727,31.0,12.0,6
L2_B5_H11,17,20,23,0.12050181,0.106558464,0.0856049,15.432467,10.41930730567915,11.269603648625223,2.9192648,18.52766,2,5,1,PCA(n_components=24),24,1.3941426563645554,0.04915669187903404,2.632551226804897,0.7585,0.0116833214455479,0.645,0.01650757401921917,0.8404999999999998,0.14114620079902965,0.9801064729690552,0.27861452102661133,30.0,0.9235765337944031,17.0,5.0,3
L2_B5_H12,17,20,23,0.1456709,0.104018316,0.092210025,14.431093,10.5944349649055,13.06647174661973,2.8893275,17.981213,2,5,1,PCA(n_components=24),24,1.2175643697622425,-0.04082109406590462,3.532588176098666,0.583,0.035756118357562254,0.507,0.03183551475946322,0.6914999999999999,0.15030053226785328,0.5106213092803955,0.5846221446990967,15.0,1.4633861780166626,46.0,25.0,6
L2_B5_H13,16,19,23,0.12876306,0.103293985,0.092857674,14.891969,9.763494313444385,12.084196152868026,2.8901925,17.996775,2,5,1,PCA(n_components=24),24,1.2529717427457419,-0.024227840825915337,3.3733335090718013,0.648,0.015604486534327257,0.5395,0.015524174696259996,0.7555,0.1461411988455001,0.568574070930481,0.2992604672908783,36.0,0.9358882904052734,22.0,15.0,4
L2_B5_H14,17,20,23,0.12901896,0.11393335,0.08683903,15.161984,10.645387825014488,12.858080666364149,2.918293,18.509666,2,5,1,PCA(n_components=24),24,1.1800470582187224,-0.041593749076128006,3.694419657178094,0.518,0.013638181696985864,0.43550000000000005,0.015842979517754874,0.6339999999999999,0.1754821928287882,0.39531418681144714,0.27177566289901733,22.0,0.8909451365470886,36.0,28.0,7
L2_B5_H15,16,19,23,0.1377622,0.10403614,0.086313516,14.714358,10.991593932340393,12.33824051576174,2.887212,17.943214,2,5,1,PCA(n_components=24),24,1.272552542845769,-0.011764111928641796,3.1954636611376284,0.6365000000000001,0.025573423705088853,0.5,0.019429359227725446,0.7410000000000002,0.16414627622946554,0.6397282481193542,0.24153198301792145,36.0,0.7966039776802063,22.0,35.0,7
L2_B5_H2,16,18,22,0.13953213,0.10293089,0.09586123,14.341579,11.220264048655617,12.663703937833574,2.862992,17.51385,2,5,2,PCA(n_components=24),24,1.2584176919171253,-0.009245548397302628,3.197207443607916,0.657,0.021118712081942905,0.5519999999999999,0.01630950643030006,0.7625,0.14064583179035203,0.6119252443313599,0.3503588140010834,43.0,0.8635479211807251,38.0,22.0,3
L2_B5_H3,13,16,21,0.21324863,0.122934796,0.106584765,10.019491,8.902071612342024,10.436804427153524,2.6150513,13.667916,2,5,3,PCA(n_components=24),24,1.3391570020198498,0.008960611186921597,3.091235217000701,0.7344999999999999,0.023097618924902193,0.6585,0.02222611077089285,0.8300000000000002,0.12579745625409125,0.8413345217704773,0.2895870506763458,26.0,0.7467997670173645,2.0,37.0,3
L2_B5_H4,14,16,21,0.16933575,0.13328095,0.1161233,11.370742,8.937612054691089,9.925424078738354,2.6946473,14.800298,2,5,4,PCA(n_components=24),24,1.3916121760381104,0.0259883813560009,2.750715074604348,0.79,0.009354143466934844,0.7074999999999999,0.0077459666924148485,0.8795000000000001,0.10316128149649943,0.9442864060401917,0.2337878793478012,6.0,0.9536508321762085,30.0,29.0,4
L2_B5_H5,16,19,23,0.14700377,0.12512417,0.11078563,13.036751,8.521763239590165,9.880768717036705,2.8177872,16.739767,2,5,5,PCA(n_components=24),24,1.4262288443609819,0.05076175555586815,2.465877478468926,0.8029999999999999,0.020273134932713304,0.7060000000000001,0.018275666882497082,0.8935,0.07710544727838625,1.0042959451675415,0.3067718744277954,9.0,1.0445082187652588,6.0,16.0,5
L2_B5_H6,17,19,23,0.13179728,0.09882661,0.09001918,15.005805,10.329760131927689,11.323142526589324,2.901068,18.193565,2,5,6,PCA(n_components=24),24,1.369066224736585,0.032062310725450516,2.4806807803517077,0.7845,0.01886796226411322,0.708,0.019773719933285205,0.8695,0.10957759807551905,0.8757641911506653,0.44236040115356445,10.0,1.2184878587722778,11.0,15.0,1
L2_B5_H7,17,20,23,0.13244806,0.118243925,0.09693708,14.323616,7.858493774740862,9.390617030489288,2.8805184,17.823511,2,5,7,PCA(n_components=24),24,1.5084678824055602,0.08389471471309662,2.2900036602331455,0.8324999999999999,0.016278820596099707,0.7169999999999999,0.011113055385446444,0.9015000000000001,0.08506027274821072,1.3492670059204102,0.3455375134944916,9.0,1.374866247177124,22.0,35.0,4
L2_B5_H8,17,20,23,0.11422635,0.09156269,0.08184658,16.450119,9.27746129944543,11.694520524427096,2.9572058,19.244123,2,5,8,PCA(n_components=24),24,1.3092140707345623,0.0283795278519392,2.7130319275508366,0.733,0.022438805672316882,0.6279999999999999,0.019390719429665283,0.8244999999999999,0.1433082342365574,0.7477938532829285,0.45882463455200195,9.0,1.1921919584274292,18.0,15.0,2
L2_B5_H9,16,19,23,0.14245476,0.111110926,0.08348721,14.367977,10.426796372216588,12.05769232539665,2.8797507,17.809834,2,5,9,PCA(n_components=24),24,1.2992759166908554,0.008810648694634438,2.984171559749027,0.6765000000000001,0.022616365755797275,0.5825000000000001,0.02230470802319547,0.782,0.14344336861632886,0.7155821919441223,0.3016105890274048,18.0,0.8042546510696411,39.0,12.0,1
L3_B0_H0,18,20,23,0.13034503,0.090273,0.08337987,15.938947,10.179894213582958,10.923727209128867,2.9515371,19.135344,3,0,0,PCA(n_components=24),24,1.4369484552070133,0.0780205950140953,2.46395180853598,0.8039999999999999,0.027367864366808034,0.6765000000000001,0.01847971861257633,0.8785,0.12942275688610563,1.1133525371551514,0.4060361683368683,12.0,1.6699953079223633,41.0,3.0,3
L3_B0_H1,18,21,24,0.100144096,0.0974384,0.07969061,17.361,8.406481761537655,9.191755972700621,2.996522,20.0158,3,0,1,PCA(n_components=24),24,1.544112370218435,0.12131156772375107,2.037645616101933,0.8655000000000002,0.01638596960817393,0.7445,0.014352700094407325,0.9315000000000001,0.06667270805959512,1.3739064931869507,0.37500089406967163,16.0,1.887189507484436,2.0,35.0,2
L3_B0_H10,18,21,24,0.10074196,0.08712383,0.08461671,17.559284,9.954952883546984,11.787213344191871,3.0015717,20.11713,3,0,1,PCA(n_components=24),24,1.3104192804434696,0.04023104906082153,2.7155883458975296,0.7404999999999999,0.024259018941416396,0.6439999999999999,0.026391286440793308,0.8345,0.1383735885203531,0.7292428612709045,0.28242939710617065,5.0,1.1531141996383667,27.0,40.0,2
L3_B0_H11,18,21,24,0.10292464,0.08792595,0.07639846,17.872896,8.742221271909663,9.697831557478356,3.0153518,20.396265,3,0,1,PCA(n_components=24),24,1.4697548481852782,0.0963071957230568,2.0613013543612926,0.867,0.010653637876331248,0.7725,0.014230249470757728,0.9330000000000002,0.06660330322138686,1.1503537893295288,0.32041192054748535,42.0,1.442530870437622,28.0,10.0,8
L3_B0_H12,17,20,23,0.16485795,0.11305476,0.09616209,13.574709,9.490065953647267,11.3299381096034,2.8725007,17.681177,3,0,1,PCA(n_components=24),24,1.2599629595221231,0.008249923586845398,2.8700663947313547,0.7495,0.01354621718414407,0.687,0.011554220008291318,0.8619999999999999,0.08919641248391103,0.5395183563232422,0.28067290782928467,26.0,1.146901249885559,2.0,20.0,4
L3_B0_H13,17,20,23,0.11332249,0.10039293,0.09077593,15.712015,9.706685432189607,11.142944282127159,2.9314945,18.75564,3,0,1,PCA(n_components=24),24,1.4596124781968687,0.06150629743933678,2.613661914252773,0.7455,0.014611639196202435,0.6239999999999999,0.01847971861257634,0.8319999999999999,0.15000333329629714,1.2582409381866455,0.5023436546325684,26.0,1.8949493169784546,27.0,30.0,8
L3_B0_H14,17,20,23,0.124126576,0.10141871,0.081820644,16.193325,8.353085029673815,8.484830643454629,2.956737,19.235107,3,0,1,PCA(n_components=24),24,1.5778408091852316,0.14729958772659302,1.9295600089417544,0.8985,0.014370107863199942,0.8185,0.012609520212918465,0.9475000000000001,0.07619875327064085,1.4861620664596558,0.2974050045013428,9.0,1.51920747756958,20.0,8.0,6
L3_B0_H15,18,21,24,0.122388706,0.09007753,0.08794878,16.569407,8.746604159242318,10.057087873129326,2.9769845,19.628538,3,0,1,PCA(n_components=24),24,1.4490753914389425,0.07736273109912872,2.3628170707383687,0.8309999999999998,0.012509996003196805,0.727,0.013076696830622016,0.8995000000000001,0.08965071109589705,1.1023966073989868,0.41970375180244446,43.0,1.7708553075790405,14.0,46.0,4
L3_B0_H16,18,21,24,0.10194968,0.08725124,0.076988615,17.779991,9.698765209343254,11.678018034723136,3.0114002,20.315826,3,0,1,PCA(n_components=24),24,1.3254873797446012,0.04601557180285454,2.8337190066781237,0.7375,0.018641351882307228,0.5925,0.010954451150103331,0.8334999999999999,0.13707753280534343,0.7745589017868042,0.34386172890663147,4.0,1.2513349056243896,20.0,40.0,7
L3_B0_H17,16,19,23,0.1712044,0.1525195,0.08450523,11.91204,11.224551233496188,12.260254233633848,2.7842722,16.188032,3,0,1,PCA(n_components=24),24,1.1818935626540341,-0.04023540019989014,3.907418207126538,0.5589999999999999,0.01347219358530745,0.48949999999999994,0.01668831926827861,0.6829999999999998,0.17395689121158722,0.39347559213638306,0.1709514558315277,44.0,1.221409559249878,28.0,10.0,6
L3_B0_H18,17,20,23,0.09860201,0.09421531,0.089516446,16.79624,7.801684954057593,8.218231436033223,2.9675388,19.444008,3,0,1,PCA(n_components=24),24,1.6616561831276557,0.15992064774036407,1.8056239517114177,0.9019999999999999,0.010295630140987024,0.8045,0.01989974874213238,0.9445,0.06600946901770986,1.8191330432891846,0.30380240082740784,37.0,1.5790122747421265,17.0,34.0,2
L3_B0_H19,18,21,24,0.09443576,0.08832262,0.08020964,17.838087,9.329639735840246,12.171185067817383,3.0116425,20.32075,3,0,1,PCA(n_components=24),24,1.2677206570277506,0.018848583102226257,2.82243120033797,0.7040000000000001,0.020712315177208,0.626,0.010074720839804933,0.7970000000000002,0.1359816164045714,0.6047654747962952,0.3402421176433563,22.0,1.216858148574829,0.0,46.0,5
L3_B0_H2,18,21,24,0.13993457,0.09271545,0.07385227,15.879379,8.661041881761221,10.756592257004373,2.958692,19.272747,3,0,2,PCA(n_components=24),24,1.40962505025689,0.06273895502090454,2.4985180900933255,0.8025,0.01870828693386971,0.6875,0.016807736313971595,0.8764999999999997,0.12858946302088675,1.0450098514556885,0.3753889203071594,32.0,1.4236392974853516,37.0,12.0,6
